310415,38116,26217414,202403212318
187858,38116,26217414,202403182245
32910,38116,26217414,202403182311
472798,38116,26217414,202403182222
256761,38116,26217414,202403190354
141510,38116,26217414,202403190427
138055,38116,26217414,202403182244
650626,38116,26217414,202403182225
3131094,38116,26217414,202403201128
1059126,38116,26217414,202403190056
1358220,472798,124381743,202403200209
1657883,472798,124381743,202403190642
650599,472798,124381743,202403182006
444977,472798,124381743,202403202054
195165,472798,124381743,202403181809
100425,472798,124381743,202403182038
286728,472798,124381743,202403181756
66013,472798,124381743,202403200449
2085825,472798,124381743,202403191916
1343219,472798,124381743,202403181757
486984,472798,124381743,202403181849
460116,472798,124381743,202403201229
65214,472798,124381743,202403182035
843585,472798,124381743,202403181712
1576171,472798,124381743,202403181824
138055,472798,124381743,202403181841
923666,472798,124381743,202403190142
70344,472798,124381743,202403201930
73777,472798,124381743,202403181903
210480,472798,124381743,202403181912
3131094,472798,124381743,202403201129
329898,472798,124381743,202403200600
106518,119421,3583320,202403190537
938458,119421,3583320,202403181537
161011,119421,3583320,202403181512
284393,119421,3583320,202403182007
481455,119421,3583320,202403181916
489009,119421,3583320,202403181646
453671,119421,3583320,202403181646
32910,119421,3583320,202403181517
3031722,119421,3583320,202403181512
184143,119421,3583320,202403190729
141299,119421,3583320,202403200845
1081757,119421,3583320,202403191048
637070,119421,3583320,202403182121
38126,119421,3583320,202403191206
561563,119421,3583320,202403181541
234683,119421,3583320,202403181646
444982,119421,3583320,202403181512
460711,119421,3583320,202403181855
488423,119421,3583320,202403190303
30467,119421,3583320,202403181552
486984,119421,3583320,202403181538
119407,119421,3583320,202403181515
37944,119421,3583320,202403191151
4410800,119421,3583320,202403211707
375106,119421,3583320,202403190855
474190,119421,3583320,202403190243
4134197,119421,3583320,202403181523
543471,119421,3583320,202403181524
834295,119421,3583320,202403181631
1149361,119421,3583320,202403190130
650626,119421,3583320,202403181524
210480,119421,3583320,202403181916
4067897,119421,3583320,202403190938
1781322,119421,3583320,202403181705
1781094,119421,3583320,202403181952
922248,119421,3583320,202403182216
1358220,38116,26217415,202403200209
1657883,38116,26217415,202403190539
284393,38116,26217415,202403182236
1592667,38116,26217415,202403201008
187858,38116,26217415,202403181421
83253,38116,26217415,202403181406
100425,38116,26217415,202403181939
634677,38116,26217415,202403181404
3299181,38116,26217415,202403191721
288644,38116,26217415,202403181402
1343219,38116,26217415,202403181757
184165,38116,26217415,202403181400
108592,38116,26217415,202403182216
65214,38116,26217415,202403182035
796281,38116,26217415,202403181404
1872444,38116,26217415,202403212326
375106,38116,26217415,202403190856
474190,38116,26217415,202403181707
5108,38116,26217415,202403181401
329659,38116,26217415,202403181507
2220181,38116,26217415,202403181407
923666,38116,26217415,202403190146
210480,38116,26217415,202403181436
3131094,38116,26217415,202403201129
1059126,38116,26217415,202403190056
329898,38116,26217415,202403200600
217024,38116,26217415,202403181547
15046,38116,26217415,202403181403
547168,38116,26217415,202403181400
448514,32910,866455,202403181348
119435,32910,866455,202403181346
161011,32910,866455,202403181859
176624,32910,866455,202403181351
4410801,32910,866455,202403181354
138055,32910,866455,202403182251
210480,32910,866455,202403181436
32913,448514,38543155,202403181351
38126,448514,38543155,202403191207
210480,448514,38543155,202403181436
1691611,486984,113218829,202403191107
1358220,486984,113218829,202403200210
2751123,486984,113218829,202403201427
1657883,486984,113218829,202403190539
448514,486984,113218829,202403181250
1592667,486984,113218829,202403201009
286728,486984,113218829,202403181757
31174,486984,113218829,202403181242
922343,486984,113218829,202403211512
971194,486984,113218829,202403181102
1343219,486984,113218829,202403181757
65214,486984,113218829,202403182035
256761,486984,113218829,202403190713
1061920,486984,113218829,202403221023
2220181,486984,113218829,202403181411
306294,486984,113218829,202403181110
73777,486984,113218829,202403180924
3131094,486984,113218829,202403201129
298914,486984,113218829,202403191205
329898,486984,113218829,202403200601
93387,486984,113218829,202403190642
2645257,486984,113218829,202403182021
299054,486984,113218829,202403202302
42155,486984,113218829,202403190447
86269,486984,113218829,202403181106
308446,38066,6329465,202403180909
1600920,38066,6329465,202403180854
86187,38066,6329465,202403181112
305869,38066,6329465,202403181142
511730,38066,6329465,202403181804
1358220,38066,6329465,202403200210
32913,38066,6329465,202403180904
448514,38066,6329465,202403190922
1052308,38066,6329465,202403181100
5112,38066,6329465,202403180853
153749,38066,6329465,202403181111
274738,38066,6329465,202403180900
180316,38066,6329465,202403181430
187858,38066,6329465,202403180853
184123,38066,6329465,202403180851
2810023,38066,6329465,202403200132
286728,38066,6329465,202403181757
472798,38066,6329465,202403180855
634786,38066,6329465,202403181043
634777,38066,6329465,202403190458
38034,38066,6329465,202403181039
486988,38066,6329465,202403181344
1343219,38066,6329465,202403181758
256761,38066,6329465,202403190716
5108,38066,6329465,202403181047
27328,38066,6329465,202403202308
704205,38066,6329465,202403181342
70344,38066,6329465,202403201930
73777,38066,6329465,202403180924
38056,38066,6329465,202403180849
4410802,38066,6329465,202403181300
3131094,38066,6329465,202403201129
298914,38066,6329465,202403191205
70352,38066,6329465,202403180934
299054,38066,6329465,202403202302
922248,38066,6329465,202403182246
86269,38066,6329465,202403181107
1388600,210482,12804212,202403171342
1358220,210482,12804212,202403200210
1657883,210482,12804212,202403190541
310415,210482,12804212,202403212319
284393,210482,12804212,202403180352
1781080,210482,12804212,202403180849
286728,210482,12804212,202403171859
66013,210482,12804212,202403171858
31174,210482,12804212,202403180409
343618,210482,12804212,202403181541
2085825,210482,12804212,202403191917
6677,210482,12804212,202403180327
1241131,210482,12804212,202403171221
217328,210482,12804212,202403171236
15677,210482,12804212,202403171315
852095,210482,12804212,202403171210
6340,210482,12804212,202403180905
1117513,210482,12804212,202403171636
138055,210482,12804212,202403180132
460706,210482,12804212,202403280127
70344,210482,12804212,202403201930
2645881,210482,12804212,202403180555
43167,210482,12804212,202403171648
73777,210482,12804212,202403180924
251440,210482,12804212,202403180151
30255,210482,12804212,202403171341
3131094,210482,12804212,202403201130
329898,210482,12804212,202403180801
122181,210482,12804212,202403171210
86269,210482,12804212,202403181204
4410795,486984,17869344,202403180742
106518,486984,17869344,202403180500
280665,486984,17869344,202403171229
847033,486984,17869344,202403180257
190037,486984,17869344,202403171749
32545,486984,17869344,202403180330
2427705,486984,17869344,202403172305
579972,486984,17869344,202403180825
448514,486984,17869344,202403171205
14742,486984,17869344,202403171713
594108,486984,17869344,202403171654
274738,486984,17869344,202403172231
31484,486984,17869344,202403180128
195169,486984,17869344,202403171211
263653,486984,17869344,202403180851
31174,486984,17869344,202403180411
3616402,486984,17869344,202403171954
87948,486984,17869344,202403171845
687461,486984,17869344,202403171333
361085,486984,17869344,202403180037
308433,486984,17869344,202403171207
388985,486984,17869344,202403171430
15920,486984,17869344,202403171215
634723,486984,17869344,202403180859
38034,486984,17869344,202403180757
1781785,486984,17869344,202403171349
769041,486984,17869344,202403171423
87552,486984,17869344,202403180055
570244,486984,17869344,202403171540
136753,486984,17869344,202403180858
19479,486984,17869344,202403180107
217920,486984,17869344,202403171210
184124,486984,17869344,202403180711
3978339,486984,17869344,202403171904
687467,486984,17869344,202403201729
624974,486984,17869344,202403180643
232631,486984,17869344,202403180055
2023487,486984,17869344,202403182043
1227297,486984,17869344,202403211256
19462,486984,17869344,202403180053
121874,486984,17869344,202403180124
189733,486984,17869344,202403172008
13576,486984,17869344,202403171208
967328,486984,17869344,202403180752
716504,486984,17869344,202403171853
457584,486984,17869344,202403171847
136630,486984,17869344,202403171320
923666,486984,17869344,202403172249
2645881,486984,17869344,202403180555
581850,486984,17869344,202403180519
650626,486984,17869344,202403171206
1703626,486984,17869344,202403172111
2088732,486984,17869344,202403171357
85789,486984,17869344,202403181345
1584181,486984,17869344,202403171806
299054,486984,17869344,202403200611
4410795,210482,54259709,202403180744
66602,210482,54259709,202403171729
305869,210482,54259709,202403200852
1358220,210482,54259709,202403200211
1657883,210482,54259709,202403190541
310415,210482,54259709,202403212320
32545,210482,54259709,202403180331
448514,210482,54259709,202403181252
298919,210482,54259709,202403171202
248811,210482,54259709,202403171317
119375,210482,54259709,202403171026
100425,210482,54259709,202403182051
1046148,210482,54259709,202403180216
286728,210482,54259709,202403171859
66013,210482,54259709,202403171901
31174,210482,54259709,202403180414
3616402,210482,54259709,202403171956
922343,210482,54259709,202403211513
1343219,210482,54259709,202403181807
100032,210482,54259709,202403180631
444965,210482,54259709,202403171733
279494,210482,54259709,202403180906
65214,210482,54259709,202403182035
1061920,210482,54259709,202403221023
284406,210482,54259709,202403171245
3033589,210482,54259709,202403210038
210480,210482,54259709,202403181918
66522,210482,54259709,202403180253
3131094,210482,54259709,202403201130
329898,210482,54259709,202403180801
32545,38066,6329726,202403180332
298994,38066,6329726,202403170701
31174,38066,6329726,202403180419
1241131,38066,6329726,202403171225
444982,38066,6329726,202403170754
100032,38066,6329726,202403180637
65214,38066,6329726,202403182036
184170,38066,6329726,202403170747
73777,38066,6329726,202403180924
3131094,38066,6329726,202403201130
717145,38116,17118583,202403170650
32545,38116,17118583,202403180332
448514,38116,17118583,202403170052
187858,38116,17118583,202403170119
27684,38116,17118583,202403170215
472798,38116,17118583,202403170116
1241131,38116,17118583,202403171224
111366,38116,17118583,202403170722
3299181,38116,17118583,202403191723
20663,38116,17118583,202403170123
486988,38116,17118583,202403170650
1343219,38116,17118583,202403181814
184152,38116,17118583,202403170954
1037530,38116,17118583,202403180843
796281,38116,17118583,202403170442
591539,38116,17118583,202403170535
141510,38116,17118583,202403170058
251440,38116,17118583,202403180152
3131094,38116,17118583,202403201130
853147,38116,17118583,202403171039
184138,38116,17118583,202403171002
329898,38116,17118583,202403180802
2726817,38116,17118583,202403181153
1388600,935260,8221346,202403201109
31137,935260,8221346,202403161828
32545,935260,8221346,202403180332
16147,935260,8221346,202403172033
595669,935260,8221346,202403161840
119375,935260,8221346,202403181130
70353,935260,8221346,202403170001
87955,935260,8221346,202403161931
100425,935260,8221346,202403182051
31174,935260,8221346,202403171514
6677,935260,8221346,202403170028
1241131,935260,8221346,202403161822
765930,935260,8221346,202403181003
106302,935260,8221346,202403161826
1319742,935260,8221346,202403182333
65214,935260,8221346,202403182036
14463,935260,8221346,202403172039
3036467,935260,8221346,202403172101
1061920,935260,8221346,202403221023
4134197,935260,8221346,202403181524
360993,935260,8221346,202403162036
220079,935260,8221346,202403191000
173546,935260,8221346,202403161903
2220181,935260,8221346,202403181339
141472,935260,8221346,202403182051
231520,935260,8221346,202403162159
210480,935260,8221346,202403181918
30255,935260,8221346,202403170244
3131094,935260,8221346,202403201131
265240,935260,8221346,202403161931
70352,935260,8221346,202403161829
1095399,935260,8221346,202403191607
329898,935260,8221346,202403180802
13471,935260,8221346,202403172030
1388600,935260,8221349,202403201109
1305846,935260,8221349,202403162354
4410795,935260,8221349,202403162119
32545,935260,8221349,202403180332
119375,935260,8221349,202403181130
70353,935260,8221349,202403170001
2695182,935260,8221349,202403182121
486988,935260,8221349,202403181344
1343219,935260,8221349,202403181815
368849,935260,8221349,202403171018
119431,935260,8221349,202403161252
1319742,935260,8221349,202403182333
65214,935260,8221349,202403182036
444970,935260,8221349,202403161418
14650,935260,8221349,202403161417
73777,935260,8221349,202403180925
495489,935260,8221349,202403162008
3131094,935260,8221349,202403201131
3959806,935260,8221349,202403161529
1095399,935260,8221349,202403191607
329898,935260,8221349,202403170017
543451,935260,8221349,202403161534
31534,448514,12804254,202403161240
13885,448514,12804254,202403161629
32913,448514,12804254,202403181930
190037,448514,12804254,202403152331
32545,448514,12804254,202403152348
92381,448514,12804254,202403162022
308779,448514,12804254,202403160444
31484,448514,12804254,202403181931
691607,448514,12804254,202403161016
856191,448514,12804254,202403152353
100425,448514,12804254,202403182051
1241131,448514,12804254,202403160940
256923,448514,12804254,202403152319
20663,448514,12804254,202403160907
210482,448514,12804254,202403160902
184152,448514,12804254,202403160008
65214,448514,12804254,202403182036
856197,448514,12804254,202403160224
1576148,448514,12804254,202403181935
5108,448514,12804254,202403152220
1420233,448514,12804254,202403152221
179831,448514,12804254,202403160548
923666,448514,12804254,202403152247
30255,448514,12804254,202403170244
3131094,448514,12804254,202403201131
532092,448514,12804254,202403161626
329898,448514,12804254,202403180802
299054,448514,12804254,202403152347
31534,308449,75359369,202403161251
