Science,408833,202309192111
Science,204992,202307290107
Science,1798953,202309232103
Science,1428436,202311051321
Science,976464,202309131041
Science,325292,202310130606
Science,472493,202308100948
Science,1425781,202307290147
Science,147657,202306081030
Science,88914,202311091201
Science,1667057,202309221235
Science,1006375,202308112225
Science,2089211,202309202102
Science,2975698,202312261857
Science,34130,202307260954
Science,10596,202402081707
Science,34284,202307290029
Science,3757150,202402161230
Science,991581,202307291247
Science,1515031,202402241636
Science,1449689,202308192125
Science,135455,202308270205
Science,978303,202308022115
Science,2975697,202311191944
Science,1449688,202309042125
Science,152210,202307290025
Science,759965,202401060015
Science,2901429,202312201214
Science,1809259,202308050343
Science,101197,202310151611
Science,1894447,202308061503
Science,295925,202308070404
Science,487440,202306232010
Science,878183,202307290125
Science,723581,202307022204
Science,3475815,202311071927
Science,102888,202309220632
Science,434733,202309291717
Science,671304,202308022200
Science,493873,202308281206
Science,1072318,202402070822
Science,248974,202310051525
Science,288478,202307290025
Science,155889,202308290932
Science,247608,202309061238
Science,493496,202311091005
Science,37004,202307290054
Science,3419793,202308211244
Science,20889,202308180305
Science,280963,202310121032
Science,423251,202308282310
Science,68835,202307260944
Science,217154,202311042357
Science,403960,202306071944
Science,31534,202308171213
Science,18756,202310241752
Science,236671,202307290035
Science,16375,202308301507
Science,4123,202307290037
Science,41015,202402082227
Science,735990,202306072107
Science,32840,202307291216
Science,97266,202310060023
Science,72527,202307311701
Science,595553,202311150859
Science,231706,202309192203
Science,2664154,202308221909
Science,242427,202310060512
Science,502543,202312041752
Science,248418,202308191833
Science,399718,202311261841
Science,330802,202307032314
Science,657485,202308301549
Science,53999,202308191524
Science,311524,202307301716
Science,731798,202308180614
Science,88575,202307070124
Science,20872,202307040945
Science,27918,202310090215
Science,203219,202306080011
Science,671660,202307170253
Science,180921,202310090645
Science,675153,202306122337
Science,415340,202307071722
Science,425997,202307202201
Science,1623318,202402121839
Science,11133,202306102038
Science,614685,202310111804
Science,711281,202401062350
Science,543029,202307290025
Science,348171,202310121920
Science,1207869,202309222028
Science,482974,202307110214
Science,206403,202311100835
Science,3064,202307290029
Science,2585448,202402162101
Science,136528,202308050202
Science,413247,202307070233
Science,902505,202307242051
Science,274342,202311090802
Science,702637,202307210935
Science,30510,202311100700
Science,4410611,202308260325
Science,1701548,202308221057
Science,46,202308011035
Science,724838,202307081905
Science,470433,202309100108
Science,3306574,202310191842
Science,3773961,202402070452
Science,18536,202310181415
Science,414448,202308032159
Science,4410612,202309272001
Science,250203,202311191932
Science,175776,202309011708
Science,490915,202306270712
Science,482973,202403051053
Science,610796,202307271951
Science,31850,202306282156
Science,62082,202307070102
Science,1606079,202309270110
Science,417327,202310191119
Science,119728,202306221705
Science,1166868,202402041143
Science,2144751,202312021523
Science,2192693,202308081834
Science,2461811,202309151151
Science,14255,202307220950
Science,167337,202307020216
Science,42524,202309192340
Science,2639905,202310182217
Science,274594,202306220217
Science,1330472,202307290103
Science,734017,202308151723
Science,352857,202307041719
Science,70345,202309301648
Science,1030054,202309140353
Science,107515,202307301352
Science,236507,202307290039
Science,30813,202306072014
Science,656623,202307290046
Science,551133,202308010259
Science,4410613,202311091325
Science,434377,202307080318
Science,74233,202307251512
Science,1408712,202306110646
Science,735782,202311021842
Science,1555870,202306072050
Science,716897,202308171723
Science,1222663,202306300403
Science,167153,202309272346
Science,157566,202308211711
Science,99983,202312050353
Science,1508801,202311071608
Science,659016,202310231651
Science,1175693,202309131355
Science,527049,202402172123
Science,2611797,202310141704
Science,448770,202307260845
Science,1442509,202306221641
Science,2313097,202308030800
Science,31044,202308022105
Science,504377,202310031544
Science,357013,202308282208
Science,595552,202308201523
Science,993547,202309200112
Science,103589,202401101812
Science,260336,202310150944
Science,852634,202307040052
Science,120539,202311122236
Science,1603580,202310240813
Science,240160,202307290238
Science,522003,202309061646
Science,735810,202309031934
Science,319830,202306220109
Science,194826,202307172223
Science,129698,202306220515
Science,1652679,202309161155
Science,417448,202309060639
Science,2325,202308172132
Science,1879844,202310122348
Science,1138840,202311270308
Science,77329,202308182148
Science,449688,202307291507
Science,151679,202310071921
Science,319769,202306221438
Science,44696,202308160902
Science,2543826,202310200822
Science,42482,202308032341
Science,713298,202401210802
Science,512940,202307290044
Science,1075077,202402081319
Science,64897,202309282017
Science,609485,202309271617
Science,3407152,202308190159
Science,322637,202309221155
Science,1152955,202308301551
Science,676321,202309182305
Science,784517,202402070435
Science,3587,202310051549
Science,731837,202311091322
Science,305534,202309061006
Science,2861753,202312061721
Science,2123572,202306181606
Science,561655,202306262321
Science,1314197,202308180303
Science,688162,202309071555
Science,11004,202306071907
Science,358038,202307290030
Science,3112547,202311041229
Science,22195,202308012137
Science,1261040,202402062016
Science,149567,202307290301
Science,270319,202307012156
Science,2698653,202401281834
Science,3452016,202308310124
Science,762075,202309120838
Science,252952,202308250525
Science,2779033,202310291122
Science,673870,202306070843
Science,296092,202310292344
Science,322554,202307110601
Science,873350,202311021655
Science,164796,202309220702
Science,1641047,202308270620
Science,1875276,202310130726
Science,637786,202307290209
Science,2079826,202312161509
Science,4109,202307290058
Science,1284249,202308040309
Science,9654,202311070239
Science,817834,202310100632
Science,1406711,202307301149
Science,699691,202309200023
Science,46661,202307290150
Science,235047,202309122201
Science,3568095,202310260700
Science,30526,202306221631
Science,228288,202310240647
Science,917250,202309260039
Science,3902795,202307071417
Science,322597,202311011246
Science,665602,202309172205
Science,3294194,202310140636
Science,698566,202310190321
Science,2700189,202310041242
Science,895040,202308190550
Science,620171,202307020944
Science,997780,202401250423
Science,30681,202307192242
Science,167274,202307152102
Science,733969,202308090310
Science,692817,202308091801
Science,637246,202307291223
Science,132215,202307071710
Science,205718,202307200039
Science,54028,202310180113
Science,402380,202308262110
Science,495830,202310230946
Science,161179,202307250452
Science,1304595,202402081829
Science,33283,202307021747
Science,2975696,202307081514
Science,2052057,202309180222
Science,99579,202307260827
Science,1517406,202309200016
Science,553207,202308110850
Science,1343407,202307290043
Science,11012,202308022137
Science,2613658,202309211521
Science,2060484,202309201914
Science,2034985,202311091142
Science,332148,202309302134
Science,23389,202306220300
Science,521867,202307081140
Science,454729,202311171304
Science,256445,202308310611
Science,1923950,202311100902
Science,552030,202309121044
Science,2837086,202311120703
Science,425985,202307311423
Science,205800,202308251548
Science,314376,202306022339
Science,262977,202310081202
Science,57418,202309101810
Science,2154342,202308311248
Science,276726,202307290058
Science,407683,202306220256
Science,2245022,202308250353
Science,544635,202311131940
Science,181592,202306071922
Science,536019,202311090909
Science,3342069,202402071403
Science,3700133,202310311400
Science,471918,202307301826
Science,1602797,202312291525
Science,295631,202309120106
Science,173008,202308170223
Science,768137,202306062102
Science,414885,202402130001
Science,1291995,202308310235
Science,87990,202307070125
Science,51050,202311100850
Science,123033,202307140707
Science,830536,202309231549
Science,1636468,202403140514
Science,193221,202310291740
Science,87401,202307300424
Science,83723,202311062204
Science,306604,202308191205
Science,350464,202306290449
Science,221473,202307301330
Science,971339,202307300008
Science,935926,202402140215
Science,118879,202307111411
Science,342797,202307090634
Science,247400,202310131813
Science,1224127,202310221621
Science,169149,202307032335
Science,34471,202306071903
Science,1248344,202308220519
Science,749894,202310151731
Science,155635,202307291320
Science,161821,202308292236
Science,2473193,202309260148
Science,585647,202307290917
Science,99661,202311290301
Science,1096431,202307211228
Science,469489,202308030821
Science,914378,202309170522
Science,1815219,202309081951
Science,312320,202306111540
Science,2309057,202310041832
Science,536710,202310030907
Science,86753,202307012314
Science,2009842,202310171859
Science,36057,202306072039
Science,386957,202308220305
Science,933017,202309091037
Science,242475,202308020343
Science,2038963,202309230216
Science,1809371,202309211710
Science,107948,202308071737
Science,342327,202307040645
Science,366669,202307051316
Science,385882,202309220619
Science,4060463,202308020023
Science,23720,202310201338
Science,644466,202308251415
Science,227367,202310160536
Science,941214,202310061128
Science,66659,202308232021
Science,288286,202308110726
Science,241559,202311111509
Science,264630,202312121217
Science,493918,202306061748
Science,30817,202307290927
Science,723446,202310211419
Science,845603,202307071943
Science,708405,202308202152
Science,667279,202311091226
Science,82408,202307090121
Science,32859,202309201019
Science,155812,202307310422
Science,1893837,202311151543
Science,3263657,202307120451
Science,1062753,202310202228
Science,726776,202307261236
Science,37674,202310232050
Science,29432,202307081601
Science,1178833,202307091410
Science,3362087,202309270352
Science,82623,202308311221
Science,2913482,202308130916
Science,369446,202308052227
Science,1154062,202312102202
Science,165622,202307252157
Science,698674,202310311916
Science,748080,202310021044
Science,15064,202310031615
Science,681816,202401110623
Science,425995,202310141018
Science,1413572,202307272145
Science,3538122,202309201306
Science,4410614,202309140132
Science,449612,202310131438
Science,106283,202310311955
Science,217986,202306061919
Science,1897226,202308140212
Science,571784,202307260727
Science,503388,202306072054
Science,1164833,202310210312
Science,1046301,202309032210
Science,34495,202308022117
Science,731442,202309171956
Science,230583,202307031244
Science,386369,202310191335
Science,1281934,202309141802
Science,1498141,202403162036
Science,1073034,202308172123
Science,414735,202309042204
Science,332161,202309100040
Science,11814,202308220416
Science,501820,202310131720
Science,716879,202307050211
Science,4410615,202309071939
Science,352868,202307072231
Science,100791,202307251605
Science,1137557,202309221225
Science,586436,202310022148
Science,1493908,202310112239
Science,309568,202309281502
Science,96485,202309082230
Science,207674,202306220212
Science,3297358,202311071250
Science,63683,202308132026
Science,1443899,202402071135
Science,1026600,202306241606
Science,375198,202310131718
Science,2092071,202309220352
Science,3433502,202308240746
Science,192117,202309220745
Science,2885832,202309040056
Science,35258,202307082159
Science,42437,202309291753
Science,3459389,202310251026
Science,2573291,202309290253
Science,224053,202306072040
Science,1588164,202402161111
Science,253155,202310060810
Science,1476798,202402260720
Science,1259869,202308311730
Science,781734,202307270404
Science,274429,202307290119
Science,310691,202310082236
Science,372382,202309210617
Science,299865,202306221841
Science,3891129,202308301635
Science,261151,202308091734
Science,227840,202310130629
Science,100705,202310022122
Science,106861,202308160829
Science,920405,202402081438
Science,80724,202307211300
Science,2187437,202312141420
Science,187443,202308210357
Science,127914,202310010812
Science,297485,202308222257
Science,762590,202307110036
Science,96583,202310141959
Science,476246,202402121948
Science,2465826,202311030134
Science,138163,202308122103
Science,5348,202307161909
Science,31061,202307301312
Science,575013,202310030353
Science,1792896,202309301403
Science,90385,202311031232
Science,103809,202307021204
Science,1889057,202402151552
Science,27156,202306212314
Science,255071,202309232258
Science,332089,202307202311
Science,626135,202312271327
Science,2887934,202310242220
Science,80911,202308022343
Science,325315,202307220425
Science,331733,202312111609
Science,239954,202308120809
Science,1377002,202307290023
Science,221637,202307052002
Science,1146761,202401081909
Science,2576568,202307191519
Science,713493,202310281953
Science,431095,202309201352
Science,33613,202307290057
Science,247968,202308211915
Science,1310524,202402130300
Science,726953,202308020427
Science,3519570,202402021357
Science,250145,202308231920
Science,33212,202308022107
Science,1520692,202310161709
Science,1219612,202310041206
Science,723663,202402072053
Science,43560,202306061028
Science,655079,202311090914
Science,658060,202308080133
Science,1363565,202307281028
Science,288266,202307290042
Science,840580,202307012308
Science,61709,202310011844
Science,30320,202307120345
Science,2226605,202310181647
Science,2750266,202308250500
Science,669744,202307291628
Science,26734,202307172204
Science,2302550,202308172333
Science,46498,202306262329
Science,52293,202308172157
Science,1411506,202312232054
Science,14963,202310132359
Science,4410616,202311170012
Science,30869,202307200305
Science,42363,202307290132
Science,1255835,202309060141
Science,204363,202307271412
Science,999994,202401120438
Science,516778,202310180705
Science,1274048,202307290206
Science,1937275,202402110349
Science,30783,202311090620
Science,32825,202306091600
Science,162129,202311090818
Science,1224287,202307012303
Science,493367,202309040434
Science,60053,202311101825
Science,346520,202309231804
Science,224008,202306220244
Science,68616,202309080451
Science,3714759,202311032222
Science,179829,202401092117
Science,629261,202309270603
Science,541307,202311132243
Science,768140,202306071157
Science,493377,202307310421
Science,3375487,202309080454
Science,162118,202309292242
Science,280915,202308202120
Science,31431,202306071940
Science,30371,202309011448
Science,524115,202307260102
Science,33523,202307251300
Science,272774,202308012044
Science,732659,202308221546
Science,32656,202306080524
Science,246958,202310120637
Science,1677460,202310241957
Science,2791340,202308021608
Science,3836799,202309051338
Science,1161996,202308281339
Science,67318,202310070458
Science,248325,202308200916
Science,328863,202309241746
Science,545665,202310091818
Science,671125,202309131110
Science,36048,202308022112
Science,96636,202308101027
Science,234900,202308122231
Science,1094205,202311261934
Science,152892,202307171507
Science,64546,202310121524
Science,874981,202309272124
Science,31785,202308251504
Science,236824,202307270439
Science,1721108,202309222125
Science,1035676,202311090628
Science,592720,202311301929
Science,2827108,202309111326
Science,731937,202308311044
Science,59287,202311020503
Science,767829,202310240851
Science,101002,202309281452
Science,624782,202307031910
Science,3611321,202312280448
Science,3603409,202402091219
Science,106828,202308022155
Science,373817,202307151420
Science,1581301,202310031955
Science,1050629,202307012346
Science,508812,202307290043
Science,1718611,202311270923
Science,1842754,202310120957
Science,3276404,202307101406
Science,164288,202307102254
Science,421161,202310250731
Science,1284737,202310112021
Science,31686,202308020309
Science,2211576,202309210414
Science,273009,202306101838
Science,318537,202312130749
Science,1428848,202306220639
Science,139290,202310041339
Science,397993,202308300953
Science,87970,202311090820
Science,2858177,202310171703
Science,2440751,202308180750
Science,869063,202309080253
Science,1229899,202310050840
Science,1432072,202306041926
Science,210959,202308221057
Science,529951,202307301740
Science,24563,202308192051
Science,19774,202307290028
Science,695,202307240639
Science,717617,202311091042
Science,93604,202307171724
Science,160626,202307091925
Science,274227,202311021425
Science,1035081,202308182149
Science,1072722,202312020332
Science,136473,202311100919
Science,11837,202310242253
Science,1276881,202306261824
Science,3304555,202309211236
Science,253357,202308191616
Science,19445,202308010538
Science,15351,202308201337
Science,732462,202308051614
Science,579042,202306072025
Science,780479,202308092155
Science,34421,202307020719
Science,712710,202312021637
Science,366720,202308022106
Science,3664920,202402091043
Science,815942,202401021556
Science,4134,202307121425
Science,722331,202307272019
Science,2304889,202401040329
Science,30044,202308022114
Science,332218,202308132336
Science,312561,202309230859
Science,900148,202311080436
Science,151403,202306080141
Science,50615,202308231500
Science,673057,202306111742
Science,55520,202308201514
Science,677077,202306150850
Science,2077888,202309280245
Science,5016,202306071848
Science,288353,202309220656
Science,1722,202307290037
Science,1018458,202309220821
Science,816310,202309221126
Science,1197533,202402141843
